mortality_rate,T2M,PM10
1.404,283.211,7.327
1.173,284.587,7.903
1.443,284.993,8.926
1.135,280.41,6.917
1.173,281.168,8.961
1.231,284.36,6.59
1.289,281.746,9.673
1.52,282.75,8.811
1.52,282.506,4.938
1.308,279.031,7.305
1.52,275.541,9.602
1.481,275.63,13.131
1.25,276.839,12.135
1.5,277.065,7.791
1.27,278.709,10.603
1.654,280.08,10.906
1.193,281.307,18.171
1.616,281.899,17.159
1.712,281.398,21.281
1.674,281.44,25.788
1.404,281.21,16.016
1.577,281.81,8.851
1.462,278.772,6.677
1.597,279.284,6.957
1.154,280.309,7.738
1.539,279.759,7.726
1.27,281.695,8.359
1.462,284.062,7.322
1.116,283.176,6.559
1.385,279.129,7.89
1.597,279.069,13.146
1.327,281.106,7.991
1.346,282.305,9.413
1.731,281.277,9.504
1.366,277.328,8.139
1.866,273.683,7.419
1.616,275.889,7.627
1.346,276.943,8.367
1.154,276.949,9.531
1.193,281.806,7.211
1.5,280.083,7.848
1.827,274.741,16.092
1.635,274.335,19.046
1.789,272.217,16.071
1.847,273.714,9.354
1.539,273.979,8.177
1.674,273.289,9.657
2.328,275.942,7.685
1.827,275.502,8.748
1.712,275.006,10.041
1.539,273.342,14.66
1.924,277.93,12.558
1.712,275.05,8.297
1.5,275.799,10.462
1.75,274.663,14.461
1.847,275.541,14.804
1.904,277.614,4.308
1.789,275.516,10.882
1.904,274.694,18.436
2.154,277.78,11.431
1.789,277.564,9.674
2.116,281.446,9.591
2.116,278.182,9.475
2.251,279.651,9.321
1.827,283.08,7.783
2.193,281.528,9.588
1.904,279.792,14.026
2.116,278.492,14.875
2.347,278.134,11.351
1.731,275.816,12.493
1.904,274.726,12.572
2.251,275.574,15.122
2.52,274.662,26.91
2.039,273.123,36.963
2.097,271.392,
1.936,279.777,11.36
1.576,276.247,19.021
1.711,274.692,22.429
1.936,278.22,18.431
1.599,278.144,8.878
1.666,276.524,11.011
1.824,278.784,8.573
1.801,279.942,9.95
1.531,277.263,8.268
1.711,281.53,9.15
1.801,276.394,7.538
1.554,276.639,9.198
1.644,282.082,9.807
1.441,280.365,5.937
1.869,281.45,5.797
1.554,277.731,10.972
1.621,279.302,10.185
1.531,282.601,9.259
1.666,282.76,5.275
1.328,284.732,5.576
1.734,282.583,5.242
0.811,276.758,10.026
1.419,283.422,33.826
1.486,279.988,17.372
1.464,281.441,11.448
1.238,281.592,9.99
1.621,281.482,12.358
1.486,278.936,21.208
1.193,281.09,21.864
1.351,277.448,10.311
1.509,277.996,8.216
1.238,276.473,10.354
1.441,275.936,9.952
0.968,278.305,12.606
1.328,277.995,8.103
1.554,281.826,7.457
1.531,278.787,9.761
1.148,281.409,18.07
1.216,280.691,22.192
1.238,279.626,25.708
1.148,277.315,32.153
1.283,277.153,34.7
1.261,277.747,39.483
1.464,275.124,41.086
1.419,276.555,24.949
1.509,276.702,17.01
1.126,273.336,23.381
1.599,273.256,34.6
1.328,273.034,58.566
1.441,273.467,43.801
1.419,274.392,44.678
1.486,280.947,16.355
1.509,282.873,10.314
1.689,281.658,12.188
1.193,280.832,15.686
1.464,278.425,15.821
1.779,281.351,8.628
1.283,279.066,13.783
1.351,278.173,21.629
1.396,279.542,12.196
1.283,280.995,10.899
1.441,280.835,12.403
1.081,276.179,8.692
1.126,276.309,10.961
1.374,277.041,13.877
1.419,281.744,11.077
1.621,280.136,11.608
1.306,280.754,11.149
1.914,278.635,8.483
1.554,278.953,8.19
1.328,280.107,9.124
1.396,279.734,10.193
1.441,280.152,9.6
1.216,280.065,12.329
1.554,281.694,17.4
1.126,278.936,8.569
1.666,277.01,11.664
1.283,276.503,11.906
1.599,277.551,10.327
1.351,278.889,9.317
1.531,277.418,8.224
1.328,275.733,8.772
1.531,274.862,8.232
1.351,274.83,10.157
1.711,275.966,10.825
1.554,277.169,13.449
1.328,278.257,13.806
1.328,279.262,8.536
1.216,280.403,9.385
1.103,281.599,9.995
1.351,280.782,14.544
1.531,282.856,12.246
1.756,283.279,14.328
1.238,284.035,14.931
1.666,283.148,18.272
1.599,278.958,8.811
1.554,275.668,8.939
1.689,276.659,10.085
1.464,276.594,13.361
1.351,278.316,14.44
1.419,278.92,15.873
1.576,278.954,10.457
1.531,279.52,7.551
1.486,279.213,9.553
1.351,278.544,11.808
1.531,277.866,13.694
1.419,278.545,14.236
1.351,278.658,9.019
1.374,279.908,14.745
1.283,280.673,18.279
1.756,281.38,20.728
1.171,282.14,23.327
1.374,283.501,24.721
1.644,283.488,23.895
1.261,282.915,13.612
1.171,284.377,16.027
1.261,287.249,18.815
1.441,286.413,21.721
1.351,282.888,9.346
1.283,281.137,9.891
1.328,281.764,9.414
1.193,282.409,7.601
1.306,283.264,10.619
1.306,286.905,17.075
1.351,289.243,21.434
0.856,288.39,24.425
1.261,287.969,22.913
1.013,288.957,27.722
1.351,289.461,26.871
1.328,290.414,26.667
1.486,290.418,33.228
1.486,290.55,32.382
1.554,288.676,22.632
1.644,286.165,13.424
1.396,285.452,14.099
0.991,284.993,13.08
1.126,283.769,8.686
1.531,282.853,9.254
1.103,283.085,9.004
1.261,281.948,11.278
1.396,282.523,10.274
1.193,284.619,16.959
1.081,286.879,26.92
1.374,287.497,30.557
1.036,286.895,17.916
1.171,285.417,12.087
1.306,285.249,10.862
1.193,285.738,12.51
1.126,288.719,14.851
1.509,288.896,12.162
1.283,288.352,18.179
1.306,288.986,22.142
1.261,287.07,15.754
1.148,289.34,24.403
1.486,287.663,13.451
1.036,288.575,14.463
1.306,288.667,16.76
1.126,286.865,17.126
0.968,287.949,13.234
1.171,290.608,20.313
1.171,291.75,17.988
1.351,289.3,12.675
1.193,287.064,11.036
1.216,284.947,10.233
1.306,284.583,10.604
1.464,285.386,11.114
0.901,284.624,10.35
0.991,285.362,13.998
1.238,286.679,14.11
1.171,286.377,8.144
1.441,288.338,6.279
1.328,287.147,7.979
1.261,286.861,13.234
1.058,289.322,6.773
1.193,287.679,8.183
1.509,288.411,16.667
1.148,289.381,11.625
1.171,287.612,8.611
1.058,288.499,6.634
1.396,289.77,11.868
0.721,288.66,10.607
1.216,289.101,10.813
1.328,292.362,16.653
1.013,289.797,10.678
1.306,288.899,8.645
0.968,288.813,9.878
1.058,288.961,10.555
1.238,288.073,7.435
1.351,286.959,7.451
1.013,286.894,9.054
1.058,286.7,5.876
1.193,288.759,8.555
1.374,287.458,7.857
1.306,286.013,8.076
0.923,288.199,8.96
1.374,289.991,11.573
1.148,291.57,11.672
1.013,288.065,9.454
0.833,286.287,7.256
1.396,288.272,7.737
1.058,288.103,7.462
0.833,286.942,7.36
1.193,287.515,10.45
1.261,290.293,12.547
1.531,292.509,15.112
1.328,291.342,20.713
1.058,293.249,22.803
1.126,292.919,21.654
1.283,293.087,23.264
1.419,293.61,23.075
1.351,291.928,10.355
1.126,291.679,12.748
1.081,292.354,19.696
1.351,290.318,7.876
1.261,290.43,7.545
1.306,290.027,8.191
1.464,288.988,6.238
0.923,288.878,9.08
0.766,292.17,11.598
1.013,291.097,13.279
0.923,288.575,10.006
1.081,287.743,7.667
1.036,289.639,6.934
1.036,288.879,8.964
1.126,287.798,7.512
1.261,287.519,5.922
0.946,287.808,7.254
1.351,288.163,10.879
1.441,288.611,10.858
1.081,288.786,7.496
1.126,288.389,8.782
1.171,288.889,6.155
1.216,289.048,8.167
1.148,288.356,9.91
1.216,286.644,9.175
1.103,287.973,9.378
0.946,288.632,7.882
1.261,290.004,12.294
1.036,290.937,12.827
1.328,290.686,12.17
1.306,290.561,15.08
1.126,291.767,15.719
1.126,291.865,23.58
0.856,290.961,27.333
0.901,288.259,8.062
1.103,287.409,6.713
1.238,286.283,5.339
1.126,285.944,5.426
0.766,286.262,5.734
1.058,287.407,7.065
1.171,286.987,8.41
1.193,287.213,12.516
1.396,287.081,10.301
1.081,288.166,11.703
1.216,289.498,11.613
1.283,286.831,12.119
1.081,286.749,12.935
1.103,286.658,12.217
1.216,286.112,14.784
1.238,285.496,19.169
1.058,285.573,21.596
1.103,285.32,21.975
1.193,286.804,25.209
1.283,286.508,22.704
1.216,286.149,26.325
1.171,286.07,21.786
1.216,285.598,9.919
1.441,287.153,14.808
1.193,287.084,17.388
0.878,286.318,25.021
0.968,285.336,29.323
1.261,284.617,22.077
1.396,284.207,10.751
1.351,284.654,5.475
0.946,283.452,5.905
1.148,281.519,7.067
1.396,280.438,8.399
1.306,281.739,7.908
1.419,282.338,5.337
1.306,282.961,14.06
1.554,287.405,8.086
1.374,284.754,11.391
1.306,283.961,16.839
1.216,287.308,16.945
1.216,287.161,20.43
1.193,287.196,24.557
1.261,287.201,21.214
1.283,285.646,11.096
1.509,284.785,9.307
1.306,282.427,8.392
1.486,282.418,11.844
1.914,283.762,9.1
1.193,285.02,9.318
1.306,286.029,10.317
1.261,281.081,8.143
1.036,281.135,9.913
0.991,284.412,6.937
1.486,282.571,9.634
1.486,282.713,12.42
1.283,284.051,5.7
1.216,279.573,8.775
1.396,276.51,12.135
1.328,275.331,14.944
1.306,277.64,13.999
1.306,277.23,9.518
1.419,279.706,12.462
1.261,281.544,9.954
1.216,282.107,19.593
1.306,282.877,19.974
1.396,282.164,23.678
1.374,282.11,28.513
1.374,281.76,13.822
1.351,282.451,8.021
1.419,280.269,6.41
1.374,280,6.06
1.283,280.768,8.089
1.464,280.202,11.382
1.261,281.137,9.254
1.328,284.394,8.666
1.486,284.536,7.687
1.283,280.363,10.395
1.509,279.144,14.262
1.644,281.441,10.422
1.554,282.504,12.323
1.464,282.366,10.868
0.833,278.634,9.735
1.509,274.65,8.342
1.689,275.643,8.31
1.419,277.422,9.391
1.756,277.261,11.485
1.216,281.355,10.927
1.666,281.211,8.112
1.531,274.858,13.398
1.081,274.879,18.274
1.486,275.277,15.895
1.531,275.241,11.436
1.576,274.596,9.738
1.644,273.741,13.034
2.004,276.927,8.45
1.734,276.15,9.512
1.734,276.672,12.71
1.801,273.597,19.39
1.689,277.515,15.513
1.464,275.52,12.039
1.936,275.742,11.902
1.914,275.159,17.768
2.049,275.638,16.661
1.891,277.985,5.001
2.027,276.488,13.431
2.409,275.78,21.429
1.914,276.897,13.811
1.801,277.565,10.573
1.554,282.301,10.251
1.846,278.435,11.384
2.094,282.189,7.525
2.049,283.456,8.164
1.734,282.491,10.281
2.139,281.187,15.019
2.612,279.108,17.63
2.072,278.671,11.384
1.711,275.668,12.819
2.387,275.472,13.264
2.049,275.744,16.59
2.139,274.616,27.918
1.734,273.477,32.145
2.072,272.277,
2.129,279.654,10.667
1.91,275.85,18.198
1.747,273.499,25.421
1.874,277.414,16.6
1.747,277.746,7.922
1.965,276.599,9.34
1.874,278.586,8.017
1.874,279.98,7.874
1.91,277.29,8.138
1.692,280.996,8.37
2.129,275.528,8.268
1.91,276.916,6.367
1.583,281.631,10.067
1.619,279.492,5.305
1.637,280.982,4.4
1.437,277.044,9.165
1.492,279.422,7.91
1.601,282.687,8.374
1.456,283.351,4.957
1.819,284.375,6.074
1.71,282.44,5.586
1.346,277.795,7.723
1.656,282.975,30.723
1.547,279.238,10.644
1.401,281.07,10.198
1.437,280.786,9.201
1.547,280.739,9.08
1.255,278.502,20.02
1.365,281.007,19.497
1.365,277.144,6.73
1.237,277.82,9.01
1.437,275.764,11.249
1.547,275.985,8.408
1.419,278.441,10.904
1.874,277.271,6.332
1.656,281.587,6.758
1.492,278.53,7.338
1.565,281.894,15.512
1.492,280.611,21.026
1.31,279.645,25.577
1.219,276.855,29.982
1.31,276.051,35.787
1.31,276.841,38.534
1.346,276.094,47.029
1.092,275.417,26.374
1.401,276.346,19.148
1.565,272.706,27.405
1.619,272.032,36.174
1.328,272.143,59.455
1.401,272.852,51.26
1.528,274.516,39.049
1.474,281.129,12.824
1.528,282.451,9.446
1.583,281.455,9.375
1.346,279.934,13.267
1.401,277.928,13.262
1.565,280.76,6.722
1.31,278.569,9.471
1.31,277.738,15.05
1.565,279.42,8.123
1.274,280.912,9.136
1.492,280.501,8.072
1.401,275.692,6.716
1.31,276.333,10.685
1.419,276.842,11.494
1.255,280.949,7.415
1.346,279.809,9.289
1.237,280.42,10.811
1.146,278.022,6.886
1.583,278.751,7.499
1.947,279.798,9.484
1.51,279.382,9.107
1.656,279.827,7.022
1.474,279.423,8.871
1.601,281.856,14.464
1.292,278.797,7.711
1.437,276.985,15.02
1.383,275.634,13.502
1.456,277.35,10.888
1.365,279.026,7.11
1.437,277.611,8.087
1.365,275.785,8.887
1.547,275.34,6.909
1.51,275.458,7.943
1.255,276.535,7.694
1.565,278.12,9.281
1.237,277.432,10.286
1.583,279.418,7.053
1.747,280.031,9.387
1.255,281.021,8.269
1.51,280.719,12.676
1.456,282.778,8.315
1.346,283.316,10.592
1.474,284.52,13.195
1.456,282.484,14.319
1.237,279.331,7.135
1.601,275.347,7.714
1.456,276.357,8.326
1.637,276.262,9.02
1.419,277.727,9.192
1.601,278.37,10.791
1.31,278.467,8.04
1.528,279.222,5.204
1.419,279.24,7.762
1.255,278.635,10.252
1.328,277.746,10.986
1.365,278.567,16.039
1.783,278.571,12.801
1.492,279.672,15.665
1.692,280.395,20.093
1.456,281.517,19.531
1.365,282.339,23.507
1.819,284.028,30.923
1.401,284.093,17.986
1.183,283.146,11.683
1.019,284.042,14.528
1.237,286.456,18.346
1.255,284.973,17.956
1.528,281.923,8.08
1.31,280.426,8.659
1.001,280.783,8.906
1.419,281.935,5.724
1.328,282.882,8.746
1.255,287.462,14.687
1.346,289.39,17.444
1.383,287.987,19.402
1.328,288.745,22.777
1.346,290.022,25.661
1.001,290.992,24.805
1.201,289.427,20.668
1.437,290.421,22.501
1.128,291.462,28.726
1.437,290.364,24.234
1.037,287.427,16.397
0.964,286.615,18.274
1.183,285.172,17.206
1.055,284.249,12.471
1.11,283.111,11.733
1.201,283.55,11.168
1.11,282.363,14.481
1.073,283.4,13.395
1.419,285.65,22.252
1.255,286.958,26.208
1.219,287.492,28.862
1.055,287.372,20.314
1.092,284.834,11.564
1.146,284.175,13.276
1.328,286.057,12.657
1.201,286.942,14.122
0.873,288.542,14.645
1.201,288.437,16.224
1.219,289.33,19.309
1.11,288.069,20.703
1.31,289.129,24.354
1.092,287.793,12.373
1.201,287.209,9.653
1.183,286.688,12.31
1.055,286.323,9.029
1.255,287.163,10.361
1.164,290.5,14.864
1.31,291.522,15.017
1.292,289.144,9.974
0.892,287.064,7.4
1.419,285.054,8.075
1.274,284.553,7.601
1.346,285.522,8.676
1.255,284.989,7.484
0.964,285.644,10.422
1.037,285.874,9.211
1.456,285.793,7.133
1.292,287.449,4.664
1.255,286.725,5.661
1.146,287.028,11.414
1.219,288.03,5.804
1.128,287.202,6.255
1.055,288.91,16.644
1.164,288.446,9.439
1.255,286.925,7.167
1.437,287.673,5.68
1.164,288.698,11.223
1.128,288.102,9.911
1.164,288.422,8.529
1.528,291.574,15.206
1.274,288.908,9.605
1.292,287.54,7.012
1.219,288.024,8.148
1.237,287.522,7.865
0.91,287.479,5.138
1.328,286.314,6.292
1.073,286.233,7.933
1.237,286.491,4.32
1.073,287.626,8.959
1.274,286.707,6.209
0.982,285.41,6.497
1.383,287.692,6.913
0.946,289.248,9.94
1.037,290.873,9.636
1.037,287.633,5.63
1.128,286.671,5.071
1.346,288.158,5.525
1.456,287.578,6.334
1.419,286.48,5.251
1.037,286.9,7.49
1.037,290.102,10.693
1.692,292.766,16.095
1.401,292.852,21.741
1.437,292.129,21.448
1.328,291.631,20.068
0.946,292.596,21.227
1.201,293.98,22.321
1.219,290.262,8.068
0.964,290.15,12.163
1.037,290.678,14.878
1.383,288.719,6.622
0.801,289.88,7.394
0.982,289.426,7.182
1.146,288.637,3.76
1.055,288.687,7.281
1.055,291.145,11.138
1.001,290.192,8.173
1.183,288.755,7.963
0.928,287.466,5.809
1.31,288.653,6.765
1.31,287.694,7.685
1.365,287.216,5.505
1.183,286.584,4.396
0.819,287.234,5.366
0.91,287.148,7.949
1.146,287.3,6.341
1.001,287.855,6.643
1.128,287.76,6.874
1.219,288.241,4.938
0.837,288.305,6.305
1.437,287.893,8.542
1.128,286.076,7.04
1.037,287.264,6.912
1.219,288.342,6.981
1.31,289.354,11.172
1.31,289.997,11.999
1.219,290.009,11.755
1.128,290.091,12.303
1.383,291.897,12.615
1.11,291.872,21.992
1.146,289.513,21.379
1.219,287.295,6.286
1.001,286.25,5.811
0.982,285.404,4.816
1.292,285.359,4.715
1.128,286.312,5.305
0.946,286.732,6.169
1.001,286.758,6.78
1.164,286.374,9.125
1.346,286.388,7.846
1.164,287.885,10.623
1.128,288.14,9.01
1.146,286.465,8.51
1.037,286.703,9.571
1.055,286.526,15.07
0.928,285.305,29.735
1.164,285.252,25.868
1.383,286.441,19.76
0.946,286.118,19.187
1.128,285.304,28.077
1.055,285.695,24.861
1.292,284.903,12.354
1.037,286.317,17.838
1.274,286.688,20.901
0.982,285.515,26.606
1.474,284.377,30.908
1.201,284.189,18.683
1.237,283.938,7.465
1.565,284.488,5.014
1.128,282.945,5.742
1.128,281.219,5.68
1.055,280.048,7.676
1.528,282.478,7.054
1.437,282.511,5.624
1.547,282.263,13.28
1.474,286.776,5.726
1.146,284.012,8.421
1.146,283.502,12.84
1.31,286.716,15.04
1.073,286.435,18.942
1.492,287.317,23.563
1.419,286.682,17.134
1.255,286.055,7.959
1.346,284.709,7.162
1.001,281.896,6.864
1.274,281.816,8.873
1.019,283.334,6.583
1.219,284.81,8.061
1.201,285.37,8.967
1.51,280.502,6.187
1.128,281.383,7.959
1.073,284.298,6.5
1.456,281.899,7.493
1.164,282.805,10.746
1.437,283.591,4.711
1.51,278.848,7.646
1.255,275.98,9.6
1.11,274.639,9.846
1.456,276.598,14.072
1.365,276.347,10.445
1.419,277.946,12.858
1.328,280.204,10.233
1.565,281.34,19.753
1.456,282.237,20.142
1.201,281.53,23.808
1.365,280.955,28.801
1.274,281.247,11.813
1.019,282.493,7.164
1.346,279.971,6.278
1.237,279.522,5.577
1.474,280.339,7.031
1.437,279.613,10.715
1.437,281.648,6.376
1.328,283.828,7.009
1.401,284.595,6.915
1.274,281.135,8.135
1.401,280.159,12.087
1.328,281.272,9.002
1.073,282.166,8.733
1.583,282.516,9.132
1.055,279.259,9.129
1.474,275.637,7.756
1.437,276.654,7.859
1.547,276.765,9.249
1.601,276.263,9.94
1.692,281.187,7.541
1.146,280.532,6.972
1.474,274.155,11.76
1.51,273.855,16.474
1.456,273.19,19.683
1.747,273.479,12.89
1.71,274.816,7.233
1.528,273.224,12.159
2.02,277.459,6.756
1.71,276.286,7.027
1.474,275.42,13.583
1.456,272.927,17.046
1.892,277.691,13.264
2.129,275.37,10.415
1.728,274.93,11.146
1.692,273.981,16.374
1.637,276.706,11.978
2.22,278.396,4.567
2.129,276.105,9.706
1.692,274.755,16.993
1.747,277.521,8.701
1.983,277.301,7.9
1.892,281.998,9.252
1.783,278.552,10.07
1.983,282.874,7.623
2.129,282.906,8.226
1.929,283.023,7.951
1.619,280.63,13.556
2.274,278.674,16.092
2.038,278.324,14.742
1.983,274.844,13.591
1.892,273.991,14.544
2.147,274.263,18.22
1.965,273.084,27.405
2.056,271.943,29.975
2.165,270.101,
1.489,279.849,13.06
1.769,276.33,20.74
1.839,275.805,23.184
1.945,279.251,18.857
1.436,279.254,9.673
1.612,277.256,11.804
1.822,279.919,9.429
1.507,280.766,12.485
1.717,278.625,9.354
1.787,282.522,11.202
1.892,279.838,8.383
1.331,277.56,8.987
1.542,282.31,10.152
1.577,281.125,8.238
1.349,282.36,6.677
1.542,278.179,10.521
1.629,279.93,11.821
1.559,282.804,11.374
1.787,284.541,7.389
1.664,285.405,8.138
1.366,283.439,8.087
1.542,278.172,10.823
1.524,283.315,38.966
1.121,281.368,30.705
1.191,281.11,13.609
1.349,281.255,13.432
1.296,281.136,13.817
1.296,278.597,23.032
1.139,280.564,28.002
1.436,277.819,11.613
1.331,278.95,9.408
1.664,277.195,10.774
1.717,276.404,11.435
1.542,278.68,14.767
1.489,279.14,9.256
1.594,282.475,9.599
1.577,279.692,9.802
1.349,280.759,21.737
1.384,280.689,25.225
1.296,280.087,26.907
1.472,279.011,35.518
1.436,278.759,37.386
1.524,278.909,37.645
1.226,276.774,37.452
1.489,276.946,29.399
1.401,277.436,20.139
1.594,274.696,23.017
1.629,275.158,33.708
1.349,275.174,53.011
1.577,275.633,43.58
1.384,276.55,50.368
1.401,280.969,22.139
1.401,283.377,11.89
1.366,281.735,15.17
1.244,282.02,18.097
1.577,278.757,19.634
1.454,282.018,10.253
1.366,279.26,13.102
1.454,279.008,26.207
1.594,279.666,17.644
1.612,281.767,12.162
1.314,282.041,12.205
1.542,277.327,9.611
1.664,277.033,10.575
1.314,277.606,15.154
1.612,281.69,13.507
1.401,280.492,13.481
1.384,280.734,14.145
1.384,280.08,9.401
1.366,279.633,9.36
1.647,281.152,10.258
1.734,280.534,11.27
1.401,280.478,10.458
1.366,280.956,13.164
1.314,282.582,20.397
1.507,279.947,10.949
1.472,277.663,10.689
1.226,277.13,11.9
1.507,277.838,9.809
1.139,278.638,10.042
1.507,278.029,8.299
1.296,276.204,8.946
1.366,274.569,8.477
1.174,275.029,10.516
1.454,276.247,11.406
1.559,277.848,12.966
1.261,278.601,13.148
1.804,279.623,11.207
1.472,280.739,10.99
1.419,282.21,10.086
1.261,281.24,15.667
1.209,283.056,13.547
1.244,283.356,14.28
1.349,283.554,15.063
1.401,284.146,21.266
1.454,279.721,10.318
1.139,275.847,9.351
1.542,276.835,10.786
1.401,277.527,13.486
1.559,278.81,16.405
1.349,279.574,18.608
1.612,280.218,15.018
1.349,280.821,8.726
1.507,280.177,8.875
1.156,279.551,11.146
1.524,279.465,13.924
1.384,279.377,16.094
1.472,279.402,11.018
1.472,280.902,16.755
1.121,281.241,20.419
1.314,282.985,26.011
1.156,283.164,26.395
1.436,283.972,26.282
1.139,283.541,27.305
1.436,283.236,15.073
1.436,284.929,17.235
1.209,287.39,22.281
1.314,287.424,22.023
1.366,283.938,10.305
1.542,281.994,10.207
1.454,282.411,9.113
1.419,282.642,8.22
1.349,283.671,11.091
1.156,286.47,21.235
0.981,288.601,27.154
1.104,287.965,27.083
1.156,288.083,25.233
1.139,289.256,30.769
1.419,289.881,28.699
1.191,290.68,30.026
1.384,290.663,34.162
1.174,290.231,31.897
1.279,289.241,24.663
1.086,287.406,15.568
1.191,286.834,16.359
1.226,285.817,15.649
1.279,284.18,6.301
1.454,283.058,7.513
1.419,283.559,7.381
1.209,282.592,8.766
1.331,283.166,9.411
1.139,285.264,17.689
1.384,287.463,31.14
1.366,288.319,31.652
1.139,288.109,22.25
1.314,285.744,9.72
1.139,285.392,8.942
1.209,287.442,13.659
1.104,289.272,15.439
1.069,288.064,10.888
1.069,288.576,17.043
0.858,288.349,24.179
0.893,286.757,17.555
1.016,288.495,25.585
1.244,288.043,16.459
1.226,288.718,16.264
1.121,288.51,19.877
1.034,287.238,14.945
1.226,288.016,12.778
1.244,290.057,21.901
1.226,291.224,22.089
1.331,289.963,14.553
1.156,287.682,13.046
1.069,285.235,10.623
1.016,285.163,11.491
1.051,285.781,11.999
1.086,285.401,10.399
1.121,285.814,11.548
1.156,287.754,16.474
1.296,287.69,10.009
1.174,289.376,8.666
1.244,288.077,8.824
0.946,288.915,14.238
1.261,290.437,9.28
1.279,288.54,7.794
1.121,289.034,14.497
1.069,290.156,14.029
1.121,288.872,10.964
1.226,289.959,5.926
1.244,290.922,11.405
0.981,289.517,11.559
1.121,289.579,11.387
1.349,292.209,20.179
1.104,289.475,11.157
1.174,289.708,9.679
1.174,289.043,10.997
0.893,289.971,13.456
1.244,288.54,9
1.051,287.603,7.044
1.139,287.996,9.972
1.069,287.124,6.11
1.209,289.65,10.875
0.964,288.449,9.301
1.086,286.814,8.394
1.034,288.33,9.505
1.086,290.796,12.142
0.911,292.574,13.248
1.016,289.471,9.974
0.981,287.268,6.756
1.209,289.203,9.313
1.174,289.289,7.312
0.999,287.787,7.782
1.366,287.851,10.23
1.034,290.542,14.694
0.981,292.248,17.105
1.156,291.962,25.361
1.051,293.536,25.256
1.086,293.287,20.196
1.191,293.755,21.936
1.139,293.675,23.924
1.209,292.249,12.014
1.051,292.702,16.521
1.559,293.881,26.808
0.999,291.477,10.602
0.858,290.482,9.841
1.016,290.437,8.026
1.016,289.712,6.746
0.964,289.435,10.237
1.034,292.741,14.412
1.331,291.103,14.484
0.911,289.112,8.341
0.999,288.523,9.139
1.244,290.415,8.509
1.104,289.406,11.5
1.296,289.023,7.818
1.104,287.785,5.682
1.366,288.408,7.761
0.911,288.742,12.616
0.928,289.478,12.728
1.104,289.89,8.717
1.261,289.544,9.62
0.911,289.588,9.058
1.156,289.611,8.645
0.771,289.262,10.888
1.104,287.881,10.702
0.858,288.4,9.525
1.139,289.098,8.854
1.104,290.506,13.191
0.999,291.264,15.018
1.069,291.378,14.728
1.436,291.343,16.765
0.999,291.79,17.013
0.999,291.912,28.003
1.349,291.742,27.241
1.051,289.283,10.21
1.174,288.585,6.544
1.121,287.491,7.054
0.946,286.927,5.803
1.156,287.564,6.757
0.981,287.926,7.665
0.893,287.487,7.97
1.034,287.534,12.018
1.296,289.231,15.62
1.121,288.977,12.922
1.209,290.158,14.475
1.016,286.978,10.123
1.314,286.88,12.843
0.964,286.882,13.042
1.034,286.614,13.462
